title,url,is_paid,price,level,platform,content
From 0 to 1: Bond Theory and Valuation,https://www.udemy.com/from-0-to-1-bond-theory-and-valuation/,True,50.0,Beginner Level,Udemy,from 0 to 1 bond theory and valuation beginner level business finance
Stock Market Mastery,https://www.udemy.com/stockmarketmastery/,True,20.0,All Levels,Udemy,stock market mastery all levels business finance
UK Self Assessment Tax Return Filing Online,https://www.udemy.com/uk-tax-return/,True,20.0,All Levels,Udemy,uk self assessment tax return filing online all levels business finance
Introduction to Financial Statements,https://www.udemy.com/introduction-to-financial-statements/,True,40.0,Beginner Level,Udemy,introduction to financial statements beginner level business finance
"IAS 8-Accounting Policies ,Changes in Accounting Estimates",https://www.udemy.com/ias-8-accounting-policies-changes-in-accounting-estimates/,False,0.0,All Levels,Udemy,ias 8accounting policies changes in accounting estimates all levels business finance
CFA® Level 1 2014 – Financial Reporting and Analysis,https://www.udemy.com/cfa-level1-fra/,True,50.0,All Levels,Udemy,cfa level 1 2014  financial reporting and analysis all levels business finance
Investment Banking Operations : Securities Trade Life Cycle,https://www.udemy.com/investment-banking-operations-securities-trade-life-cycle/,True,30.0,All Levels,Udemy,investment banking operations  securities trade life cycle all levels business finance
CFA Level I Foundation Course: Introduction to Quants,https://www.udemy.com/cfa-foundation-quants/,True,50.0,Beginner Level,Udemy,cfa level i foundation course introduction to quants beginner level business finance
Financial Risk Manager (FRM) Certification: Level I,https://www.udemy.com/financial-risk-manager-frm-certification-level-i/,True,50.0,All Levels,Udemy,financial risk manager frm certification level i all levels business finance
IAS 10 - Events After Reporting Date,https://www.udemy.com/ias-10-events-after-reporting-date/,False,0.0,All Levels,Udemy,ias 10  events after reporting date all levels business finance
Investment Portfolio Analysis with Excel,https://www.udemy.com/investment-portfolio-analysis-with-excel/,True,50.0,All Levels,Udemy,investment portfolio analysis with excel all levels business finance
Introduction to the CFA Program,https://www.udemy.com/cfa-introduction/,False,0.0,Beginner Level,Udemy,introduction to the cfa program beginner level business finance
Chartered Financial Analyst (CFA) - Level 1 - FRA,https://www.udemy.com/apnacourse-cfa-1-fra/,True,30.0,Beginner Level,Udemy,chartered financial analyst cfa  level 1  fra beginner level business finance
Excel 4 Accounting & Bookkeeping - Master Lookup Functions,https://www.udemy.com/excel-4-accountants-bookkeepers-master-lookup-fuctions/,True,35.0,All Levels,Udemy,excel 4 accounting  bookkeeping  master lookup functions all levels business finance
Cashflow Management for Small Businesses: A How To Guide,https://www.udemy.com/cashflow-management-for-small-businesses-a-how-to-guide/,True,25.0,All Levels,Udemy,cashflow management for small businesses a how to guide all levels business finance
Forex Basics (Professional Course Level),https://www.udemy.com/basics-of-international-finance/,True,20.0,All Levels,Udemy,forex basics professional course level all levels business finance
Advanced Butterfly Spreads for Options Income Strategies,https://www.udemy.com/advanced-butterfly-spread-option-strategies/,True,60.0,Expert Level,Udemy,advanced butterfly spreads for options income strategies expert level business finance
The Holy Grail of Auto Trading Forex Futures Stocks Revealed,https://www.udemy.com/the-holy-grail-of-auto-trading-revealed/,True,50.0,All Levels,Udemy,the holy grail of auto trading forex futures stocks revealed all levels business finance
IPO Fundamentals,https://www.udemy.com/ipo-fundamentals-basics-definition-tutorial/,True,20.0,Beginner Level,Udemy,ipo fundamentals beginner level business finance
Finance for Non-Finance: Learn Quick and Easy,https://www.udemy.com/finance-for-non-financials-make-profitable-decisions/,True,20.0,Beginner Level,Udemy,finance for nonfinance learn quick and easy beginner level business finance
Advanced Options Trading Course,https://www.udemy.com/advanced-option-trading-course/,True,40.0,Intermediate Level,Udemy,advanced options trading course intermediate level business finance
Statistics - Measures of Dispersion for CA / CS / CFA exams,https://www.udemy.com/measures_of_dispersion/,True,20.0,All Levels,Udemy,statistics  measures of dispersion for ca  cs  cfa exams all levels business finance
Work From Home Online (Part/Full) : Trade Forex 4 Beginners,https://www.udemy.com/make-money-work-from-home-online-trade-forex-4-beginners/,True,45.0,Beginner Level,Udemy,work from home online partfull  trade forex 4 beginners beginner level business finance
Financial Ratios Using Excel,https://www.udemy.com/financialratios/,True,100.0,Beginner Level,Udemy,financial ratios using excel beginner level business finance
How To Start Trading Penny Stocks In 10 Easy Steps 2017,https://www.udemy.com/penny-stock-trading-analyzing-the-most-profitable-stocks/,True,50.0,All Levels,Udemy,how to start trading penny stocks in 10 easy steps 2017 all levels business finance
How to Copy the Best Traders on Etoro,https://www.udemy.com/how-to-copy-the-best-traders-on-etoro/,True,90.0,All Levels,Udemy,how to copy the best traders on etoro all levels business finance
How To Set Up A Limited Company In The UK,https://www.udemy.com/how-to-set-up-a-limited-company-in-the-uk/,False,0.0,Beginner Level,Udemy,how to set up a limited company in the uk beginner level business finance
Forex trading made simple,https://www.udemy.com/forex-mentor-online-school/,True,100.0,All Levels,Udemy,forex trading made simple all levels business finance
Financial and Business Simulation with Microsoft Excel,https://www.udemy.com/simulation/,True,20.0,Expert Level,Udemy,financial and business simulation with microsoft excel expert level business finance
10.  Bonds and Bond Pricing,https://www.udemy.com/bonds-and-bond-pricing/,True,20.0,All Levels,Udemy,10  bonds and bond pricing all levels business finance
Professional Risk Manager (PRM) Certification: Level 3,https://www.udemy.com/professional-risk-manager-prm-certification-level-3/,True,50.0,All Levels,Udemy,professional risk manager prm certification level 3 all levels business finance
Stocks: Quick Method to get started Investing,https://www.udemy.com/quick-method-investing/,False,0.0,Beginner Level,Udemy,stocks quick method to get started investing beginner level business finance
The Fundamentals Of Finance For Non-Finance Professionals,https://www.udemy.com/finance-for-nonfinance/,True,40.0,All Levels,Udemy,the fundamentals of finance for nonfinance professionals all levels business finance
Forex - Top Equity Management Strategy,https://www.udemy.com/forex-millionaire-money-management-strategy/,True,20.0,All Levels,Udemy,forex  top equity management strategy all levels business finance
The Truths about (in)secure Retirement,https://www.udemy.com/retirement-planning-calculator/,True,200.0,Intermediate Level,Udemy,the truths about insecure retirement intermediate level business finance
Learn How to File Taxes for Uber and Lyft Drivers,https://www.udemy.com/learn-how-to-file-taxes-from-uber-lyft/,True,40.0,All Levels,Udemy,learn how to file taxes for uber and lyft drivers all levels business finance
Learn the Basics of the Wave Principle:,https://www.udemy.com/the-basics-of-the-wave-principle/,True,30.0,Beginner Level,Udemy,learn the basics of the wave principle beginner level business finance
MasterClass-Japanese &  Heiken Ashi CandleStick Patterns,https://www.udemy.com/power-of-engulfing-candlestick-patterns-in-forex-trading/,True,195.0,All Levels,Udemy,masterclassjapanese   heiken ashi candlestick patterns all levels business finance
Start Trading Stocks Using Technical Analysis! Part 2,https://www.udemy.com/start-trading-stocks-using-technical-analysis-part-2/,True,95.0,All Levels,Udemy,start trading stocks using technical analysis part 2 all levels business finance
Introduction to Corporate Finance (Mergers & Acquisitions),https://www.udemy.com/introduction-to-corporate-finance/,False,0.0,Beginner Level,Udemy,introduction to corporate finance mergers  acquisitions beginner level business finance
Forex & Financial Market Trading Tutorial- Online Strategies,https://www.udemy.com/forex-education-school-pforex/,False,0.0,All Levels,Udemy,forex  financial market trading tutorial online strategies all levels business finance
Learn to trade Candlestick Patterns,https://www.udemy.com/learn-to-trade-candlestick-patterns/,True,20.0,Intermediate Level,Udemy,learn to trade candlestick patterns intermediate level business finance
High-Frequency Trading #2: Market Structure & Instruments,https://www.udemy.com/high-frequency-trading-2-market-structure-instruments/,True,50.0,All Levels,Udemy,highfrequency trading 2 market structure  instruments all levels business finance
The Art Of Financial Valuation With Certificate,https://www.udemy.com/learn-how-to-think-like-a-financier-leadership-in-finance/,True,20.0,All Levels,Udemy,the art of financial valuation with certificate all levels business finance
Sensitivity & Scenario Analysis for CA / CFA / CPA Exams,https://www.udemy.com/sensitivity-and-scenario-analysis-in-capital-budgeting/,True,20.0,All Levels,Udemy,sensitivity  scenario analysis for ca  cfa  cpa exams all levels business finance
"Economics:   Competition, Elasticity, a little Game Theory",https://www.udemy.com/micro-econ-game-theory/,True,50.0,All Levels,Udemy,economics   competition elasticity a little game theory all levels business finance
Quantitative Trading Analysis with Python,https://www.udemy.com/quantitative-trading-analysis-with-python/,True,50.0,All Levels,Udemy,quantitative trading analysis with python all levels business finance
Invest Like a Pro!,https://www.udemy.com/mastering-darvas-trade-like-a-pro-on-the-stock-market/,True,200.0,Beginner Level,Udemy,invest like a pro beginner level business finance
Options Trading Essentials: The ULTIMATE Guides,https://www.udemy.com/options-trading-essentials/,False,0.0,All Levels,Udemy,options trading essentials the ultimate guides all levels business finance
ACCA FA1 Recording Financial Transactions,https://www.udemy.com/acca-fa1-recording-financial-transactions/,True,50.0,Beginner Level,Udemy,acca fa1 recording financial transactions beginner level business finance
